timestamp	position_rotation	position_translation
2026-03-03 06:16:31.992+00	{0,0,0.99857444,-0.0533773}	{-103.64745,74.9616,1.89}
2026-03-03 06:16:32.119+00	{0,0,0.9983883,-0.056752164}	{-103.62322,74.659904,1.89}
2026-03-03 06:16:32.255+00	{0,0,0.99815,-0.060800035}	{-103.5787,74.33854,1.89}
2026-03-03 06:16:32.447+00	{0,0,0.99782693,-0.06588978}	{-103.4781,73.907745,1.89}
2026-03-03 06:16:32.648+00	{0,0,0.9974846,-0.0708829}	{-103.40991,73.471756,1.89}
2026-03-03 06:16:32.828+00	{0,0,0.99730337,-0.07338959}	{-103.389565,73.15877,1.89}
2026-03-03 06:16:32.902+00	{0,0,0.9971468,-0.075486735}	{-103.35931,72.85857,1.89}
2026-03-03 06:16:33.123+00	{0,0,0.9970136,-0.077226184}	{-103.312004,72.375534,1.89}
2026-03-03 06:16:33.272+00	{0,0,0.99696654,-0.07783164}	{-103.27394,72.047874,1.89}
2026-03-03 06:16:33.393+00	{0,0,0.99698853,-0.07754893}	{-103.22475,71.72707,1.89}
2026-03-03 06:16:33.503+00	{0,0,0.99706703,-0.07653337}	{-103.136284,71.34792,1.89}
2026-03-03 06:16:33.667+00	{0,0,0.9972955,-0.073495924}	{-103.08234,71.031555,1.89}
2026-03-03 06:16:33.788+00	{0,0,0.99760526,-0.06916437}	{-103.00895,70.724754,1.89}
2026-03-03 06:16:33.98+00	{0,0,0.9983321,-0.057732683}	{-102.9257,70.3808,1.89}
2026-03-03 06:16:34.121+00	{0,0,0.9989238,-0.046382222}	{-102.87078,70.06435,1.89}
2026-03-03 06:16:34.462+00	{0,0,0.9999691,-0.007860969}	{-102.83318,69.66773,1.89}
2026-03-03 06:16:34.643+00	{0,0,0.99982685,0.018607046}	{-102.71432,69.15104,1.89}
2026-03-03 06:16:34.906+00	{0,0,0.99828064,0.05861498}	{-102.67528,68.84819,1.89}
2026-03-03 06:16:35.074+00	{0,0,0.99693334,0.07825521}	{-102.61465,68.28562,1.89}
2026-03-03 06:16:35.275+00	{0,0,0.99518347,0.09803014}	{-102.53434,67.77637,1.89}
2026-03-03 06:16:35.77+00	{0,0,0.9837413,0.17959134}	{-102.490166,67.39843,1.89}
2026-03-03 06:16:35.906+00	{0,0,0.9846284,0.17466228}	{-102.601524,66.901,1.89}
2026-03-03 06:16:36.2+00	{0,0,0.97255445,0.23267527}	{-102.7913,66.597,1.89}
2026-03-03 06:16:36.386+00	{0,0,0.9639824,0.2659659}	{-102.88876,66.18287,1.89}
2026-03-03 06:16:36.424+00	{0,0,0.9672958,0.2536508}	{-102.64107,65.88503,1.89}
2026-03-03 06:16:36.846+00	{0,0,0.946128,0.32379276}	{-102.84517,65.53769,1.89}
2026-03-03 06:16:37.072+00	{0,0,0.9342345,0.35665935}	{-102.83595,65.19566,1.89}
2026-03-03 06:16:37.317+00	{0,0,0.91457677,0.40441227}	{-103.0502,64.665955,1.89}
2026-03-03 06:16:37.542+00	{0,0,0.90476704,0.42590678}	{-103.111855,64.09069,1.89}
2026-03-03 06:16:37.739+00	{0,0,0.88470376,0.46615368}	{-103.24881,63.745323,1.89}
2026-03-03 06:16:37.914+00	{0,0,0.8627843,0.50557214}	{-103.39938,63.433113,1.89}
2026-03-03 06:16:38.136+00	{0,0,0.8406356,0.54160106}	{-103.58916,63.155563,1.89}
2026-03-03 06:16:38.388+00	{0,0,0.8084631,0.5885468}	{-103.804726,62.833397,1.89}
2026-03-03 06:16:38.581+00	{0,0,0.78622425,0.6179412}	{-103.98835,62.557777,1.89}
2026-03-03 06:16:38.786+00	{0,0,0.7511695,0.6601093}	{-104.154884,62.287697,1.89}
2026-03-03 06:16:39.105+00	{0,0,0.6972193,0.71685785}	{-104.399284,61.93857,1.89}
2026-03-03 06:16:39.387+00	{0,0,0.60902876,0.79314816}	{-104.77453,61.555996,1.89}
2026-03-03 06:16:39.716+00	{0,0,0.5333373,0.84590274}	{-105.087944,61.195095,1.89}
2026-03-03 06:16:40.039+00	{0,0,0.4661571,0.88470197}	{-105.37798,60.96641,1.89}
2026-03-03 06:16:40.354+00	{0,0,0.39958188,0.9166975}	{-105.74553,60.84809,1.89}
2026-03-03 06:16:40.703+00	{0,0,0.3150012,0.94909126}	{-106.09556,60.753872,1.89}
2026-03-03 06:16:41.269+00	{0,0,0.22221163,0.9749985}	{-106.41058,60.71543,1.89}
2026-03-03 06:16:42.582+00	{0,0,0.20720677,0.9782972}	{-106.64481,60.938446,1.89}
2026-03-03 06:16:43.527+00	{0,0,0.21391578,0.9768521}	{-106.7551,61.251617,1.89}
2026-03-03 06:16:44.265+00	{0,0,0.21487476,0.9766416}	{-106.89853,61.558853,1.89}
2026-03-03 06:16:48.811+00	{0,0,0.1726261,0.98498744}	{-106.9276,61.237797,1.89}
2026-03-03 06:16:49.554+00	{0,0,0.118222974,0.9929871}	{-107.0421,60.9429,1.89}
2026-03-03 06:16:50.128+00	{0,0,0.048142653,0.99884045}	{-107.23325,60.69387,1.89}
2026-03-03 06:16:50.59+00	{0,0,0.0016556097,-0.9999986}	{-107.41656,60.48873,1.89}
2026-03-03 06:16:50.655+00	{0,0,0.005332445,0.99998575}	{-107.39245,60.49499,1.89}
2026-03-03 06:16:50.699+00	{0,0,0.0035494808,-0.9999937}	{-107.42886,60.48343,1.89}
2026-03-03 06:16:51.258+00	{0,0,0.094661534,-0.9955095}	{-107.65758,60.274014,1.89}
2026-03-03 06:16:52.281+00	{0,0,0.22185506,-0.97507966}	{-107.91585,60.105892,1.89}
2026-03-03 06:16:52.818+00	{0,0,0.2828744,-0.95915693}	{-108.189285,59.96637,1.89}
2026-03-03 06:16:54.778+00	{0,0,0.32208088,-0.94671214}	{-108.099686,60.25964,1.89}
2026-03-03 06:16:55.033+00	{0,0,0.34271824,-0.9394382}	{-107.9736,60.585545,1.89}
2026-03-03 06:16:55.179+00	{0,0,0.37835366,-0.9256611}	{-107.8483,60.91226,1.89}
2026-03-03 06:16:55.511+00	{0,0,0.43515626,-0.9003549}	{-107.61292,61.37608,1.89}
2026-03-03 06:16:55.723+00	{0,0,0.4638878,-0.88589394}	{-107.41397,61.678627,1.89}
2026-03-03 06:16:55.915+00	{0,0,0.4871711,-0.8733065}	{-107.16533,62.001274,1.89}
2026-03-03 06:16:56.113+00	{0,0,0.50317276,-0.8641858}	{-106.94629,62.216087,1.89}
2026-03-03 06:16:56.379+00	{0,0,0.51700354,-0.8559832}	{-106.60975,62.445473,1.89}
2026-03-03 06:16:56.656+00	{0,0,0.52206814,-0.8529037}	{-106.35183,62.607246,1.89}
2026-03-03 06:16:56.975+00	{0,0,0.5239959,-0.85172075}	{-106.04644,62.762924,1.89}
2026-03-03 06:16:58.582+00	{0,0,0.52291095,-0.85238725}	{-106.324295,62.61477,1.89}
2026-03-03 06:16:58.739+00	{0,0,0.5179447,-0.8554141}	{-106.59652,62.43602,1.89}
2026-03-03 06:16:59.062+00	{0,0,0.49810392,-0.86711735}	{-106.983055,62.143093,1.89}
2026-03-03 06:16:59.238+00	{0,0,0.4811831,-0.8766201}	{-107.205574,61.930927,1.89}
2026-03-03 06:16:59.525+00	{0,0,0.4588948,-0.8884906}	{-107.4724,61.677547,1.89}
2026-03-03 06:16:59.851+00	{0,0,0.43320912,-0.90129346}	{-107.67178,61.361908,1.89}
2026-03-03 06:17:00.124+00	{0,0,0.41465646,-0.90997803}	{-107.95486,61.112743,1.89}
2026-03-03 06:17:00.515+00	{0,0,0.39558762,-0.91842824}	{-108.14911,60.837692,1.89}
2026-03-03 06:17:00.852+00	{0,0,0.37485173,-0.92708474}	{-108.330505,60.539654,1.89}
2026-03-03 06:17:01.319+00	{0,0,0.354979,-0.93487424}	{-108.49683,60.266754,1.89}
2026-03-03 06:17:01.83+00	{0,0,0.3387041,-0.94089293}	{-108.66559,59.970036,1.89}
2026-03-03 06:17:02.316+00	{0,0,0.33012137,-0.9439385}	{-108.875824,59.660183,1.89}
2026-03-03 06:17:02.61+00	{0,0,0.32660106,-0.9451623}	{-109.083435,59.383007,1.89}
2026-03-03 06:17:02.872+00	{0,0,0.32368368,-0.9461653}	{-109.265594,59.13478,1.89}
2026-03-03 06:17:03.17+00	{0,0,0.32036358,-0.94729465}	{-109.45959,58.86066,1.89}
2026-03-03 06:17:03.528+00	{0,0,0.31749085,-0.9482613}	{-109.65737,58.570694,1.89}
2026-03-03 06:17:03.87+00	{0,0,0.31452477,-0.94924927}	{-109.83316,58.28309,1.89}
2026-03-03 06:17:04.176+00	{0,0,0.31337,-0.9496311}	{-110.0112,58.03491,1.89}
2026-03-03 06:17:04.6+00	{0,0,0.32487786,-0.94575596}	{-110.22582,57.80466,1.89}
2026-03-03 06:17:04.971+00	{0,0,0.34813204,-0.9374455}	{-110.51032,57.585644,1.89}
2026-03-03 06:17:05.41+00	{0,0,0.37438765,-0.92727226}	{-110.81031,57.40065,1.89}
2026-03-03 06:17:05.644+00	{0,0,0.4007191,-0.91620094}	{-111.1201,57.230534,1.89}
2026-03-03 06:17:05.947+00	{0,0,0.42366397,-0.9058194}	{-111.39973,57.08894,1.89}
2026-03-03 06:17:06.294+00	{0,0,0.44922864,-0.8934168}	{-111.71126,56.9643,1.89}
2026-03-03 06:17:06.634+00	{0,0,0.47931573,-0.8776425}	{-112.12618,56.80759,1.89}
2026-03-03 06:17:07.044+00	{0,0,0.50294507,-0.8643183}	{-112.45683,56.7349,1.89}
2026-03-03 06:17:07.35+00	{0,0,0.5256397,-0.85070723}	{-112.749435,56.65168,1.89}
2026-03-03 06:17:07.615+00	{0,0,0.5511957,-0.834376}	{-113.06145,56.631916,1.89}
2026-03-03 06:17:07.937+00	{0,0,0.5795036,-0.81496966}	{-113.421684,56.65394,1.89}
2026-03-03 06:17:08.24+00	{0,0,0.60880846,-0.7933172}	{-113.73334,56.696716,1.89}
2026-03-03 06:17:08.844+00	{0,0,0.65596044,-0.7547952}	{-114.20421,56.78484,1.89}
2026-03-03 06:17:09.025+00	{0,0,0.6805376,-0.73271316}	{-114.514275,56.866215,1.89}
2026-03-03 06:17:09.37+00	{0,0,0.71206,-0.7021187}	{-114.83384,57.01211,1.89}
2026-03-03 06:17:09.713+00	{0,0,0.74406487,-0.66810745}	{-115.13756,57.17484,1.89}
2026-03-03 06:17:09.983+00	{0,0,0.767994,-0.64045715}	{-115.3781,57.35507,1.89}
2026-03-03 06:17:10.338+00	{0,0,0.79402643,-0.6078833}	{-115.628494,57.54034,1.89}
2026-03-03 06:17:10.696+00	{0,0,0.815188,-0.5791965}	{-115.898544,57.74084,1.89}
2026-03-03 06:17:11.199+00	{0,0,0.8279223,-0.5608429}	{-116.31186,57.80164,1.89}
2026-03-03 06:17:11.417+00	{0,0,0.83414304,-0.55154824}	{-116.437355,58.173805,1.89}
2026-03-03 06:17:11.765+00	{0,0,0.8429378,-0.538011}	{-116.698814,58.36723,1.89}
2026-03-03 06:17:12.069+00	{0,0,0.8502731,-0.52634186}	{-116.97809,58.562332,1.89}
2026-03-03 06:17:12.441+00	{0,0,0.8546378,-0.5192247}	{-117.25708,58.717915,1.89}
2026-03-03 06:17:12.892+00	{0,0,0.85644686,-0.5162353}	{-117.542816,58.90372,1.89}
2026-03-03 06:17:13.256+00	{0,0,0.8575588,-0.514386}	{-117.81897,59.052483,1.89}
2026-03-03 06:17:13.702+00	{0,0,0.85777956,-0.5140178}	{-118.11225,59.21363,1.89}
2026-03-03 06:17:14.25+00	{0,0,0.8583864,-0.51300377}	{-118.42568,59.347027,1.89}
2026-03-03 06:17:14.923+00	{0,0,0.8586008,-0.5126448}	{-118.6807,59.517918,1.89}
2026-03-03 06:17:19.974+00	{0,0,0.85816896,-0.5133674}	{-118.70788,59.549717,1.89}
2026-03-03 06:17:24.991+00	{0,0,0.85821676,-0.5132875}	{-118.69157,59.538143,1.89}
2026-03-03 06:17:30.06+00	{0,0,0.8582422,-0.513245}	{-118.68299,59.53291,1.89}
2026-03-03 06:17:32.784+00	{0,0,0.8585222,-0.51277643}	{-118.97555,59.701458,1.89}
2026-03-03 06:17:34.284+00	{0,0,0.82953113,-0.5584605}	{-118.942375,59.112602,1.89}
2026-03-03 06:17:34.916+00	{0,0,0.7216893,-0.6922171}	{-118.8304,58.7977,1.89}
2026-03-03 06:17:35.247+00	{0,0,0.6663081,-0.74567646}	{-118.7769,58.45124,1.89}
2026-03-03 06:17:35.605+00	{0,0,0.59369826,-0.8046877}	{-118.660835,58.133354,1.89}
2026-03-03 06:17:35.947+00	{0,0,0.5214551,-0.8532787}	{-118.485435,57.886574,1.89}
2026-03-03 06:17:36.479+00	{0,0,0.46620378,-0.88467735}	{-118.21317,57.731464,1.89}
2026-03-03 06:17:37.832+00	{0,0,0.44205022,-0.8969903}	{-117.90486,57.82456,1.89}
2026-03-03 06:17:38.253+00	{0,0,0.42593437,-0.90475404}	{-117.61003,57.975197,1.89}
2026-03-03 06:17:39.912+00	{0,0,0.37741807,-0.926043}	{-117.691154,57.62358,1.89}
2026-03-03 06:17:40.108+00	{0,0,0.34160337,-0.9398442}	{-117.77011,57.24518,1.89}
2026-03-03 06:17:40.298+00	{0,0,0.32010418,-0.94738233}	{-117.417366,57.783363,1.89}
2026-03-03 06:17:40.337+00	{0,0,0.30019435,-0.95387805}	{-117.6754,56.958965,1.89}
2026-03-03 06:17:40.709+00	{0,0,0.24832512,-0.96867675}	{-116.97148,56.542465,1.89}
2026-03-03 06:17:40.872+00	{0,0,0.2083491,-0.9780545}	{-116.941475,56.12238,1.89}
2026-03-03 06:17:42.327+00	{0,0,0.14426431,-0.9895392}	{-116.66819,56.394333,1.89}
2026-03-03 06:17:42.571+00	{0,0,0.0980948,-0.9951771}	{-116.4076,56.688503,1.89}
2026-03-03 06:17:42.803+00	{0,0,0.0620296,-0.9980743}	{-116.19075,56.937744,1.89}
2026-03-03 06:17:43.049+00	{0,0,0.022073654,-0.99975634}	{-116.03688,57.210938,1.89}
2026-03-03 06:17:43.249+00	{0,0,0.005469176,0.99998504}	{-116.00428,57.374313,1.89}
2026-03-03 06:17:43.391+00	{0,0,0.035966743,0.999353}	{-115.82812,57.70576,1.89}
2026-03-03 06:17:43.737+00	{0,0,0.06304075,0.99801093}	{-115.71478,58.066902,1.89}
2026-03-03 06:17:44.006+00	{0,0,0.07381289,0.99727213}	{-115.62666,58.367558,1.89}
2026-03-03 06:17:44.713+00	{0,0,0.063516036,0.99798083}	{-115.58873,58.026657,1.89}
2026-03-03 06:17:45+00	{0,0,0.052628987,0.99861413}	{-115.627464,57.59358,1.89}
2026-03-03 06:17:45.191+00	{0,0,0.042925995,0.9990783}	{-115.606514,57.286415,1.89}
2026-03-03 06:17:45.402+00	{0,0,0.03844327,0.9992608}	{-115.59499,56.956932,1.89}
2026-03-03 06:17:45.672+00	{0,0,0.04275997,0.99908537}	{-115.56831,56.632984,1.89}
2026-03-03 06:17:46.641+00	{0,0,0.0006491263,-0.99999976}	{-115.62277,56.68349,1.89}
2026-03-03 06:17:46.751+00	{0,0,0.01027423,0.9999472}	{-115.64861,56.65952,1.89}
2026-03-03 06:17:46.825+00	{0,0,0.03804555,-0.999276}	{-115.6737,56.727177,1.89}
2026-03-03 06:17:47.172+00	{0,0,0.20987247,-0.9777288}	{-115.86845,57.124256,1.89}
2026-03-03 06:17:47.403+00	{0,0,0.29045844,-0.9568876}	{-116.08154,57.3714,1.89}
2026-03-03 06:17:47.589+00	{0,0,0.37166223,-0.92836803}	{-116.22244,57.71344,1.89}
2026-03-03 06:17:47.81+00	{0,0,0.40143973,-0.91588545}	{-116.93927,57.003475,1.89}
2026-03-03 06:17:47.865+00	{0,0,0.4431101,-0.8964672}	{-116.300934,58.12387,1.89}
2026-03-03 06:17:48.266+00	{0,0,0.49882546,-0.86670244}	{-116.10773,58.39948,1.89}
2026-03-03 06:17:48.523+00	{0,0,0.5162313,-0.8564492}	{-115.91635,58.713017,1.89}
2026-03-03 06:17:48.8+00	{0,0,0.52536374,-0.8508777}	{-115.6901,58.919792,1.89}
2026-03-03 06:17:49.057+00	{0,0,0.52608496,-0.850432}	{-115.4325,59.07668,1.89}
2026-03-03 06:17:49.387+00	{0,0,0.52518296,-0.8509893}	{-115.160904,59.21582,1.89}
2026-03-03 06:17:50.047+00	{0,0,0.5236745,-0.8519184}	{-114.84945,59.37031,1.89}
2026-03-03 06:17:50.538+00	{0,0,0.5237722,-0.8518584}	{-114.5171,59.546505,1.89}
2026-03-03 06:17:51.055+00	{0,0,0.5279713,-0.8492622}	{-114.255035,59.701847,1.89}
2026-03-03 06:17:53.391+00	{0,0,0.51519084,-0.85707545}	{-114.50284,59.518307,1.89}
2026-03-03 06:17:57.45+00	{0,0,0.50543684,-0.86286354}	{-114.81043,59.319424,1.89}
2026-03-03 06:17:57.842+00	{0,0,0.48765773,-0.8730349}	{-115.06308,59.080734,1.89}
2026-03-03 06:17:58.053+00	{0,0,0.46694037,-0.8842888}	{-115.27783,58.844955,1.89}
2026-03-03 06:17:58.379+00	{0,0,0.44287273,-0.89658445}	{-115.50555,58.571342,1.89}
2026-03-03 06:17:58.598+00	{0,0,0.41563264,-0.90953255}	{-115.71431,58.2527,1.89}
2026-03-03 06:17:58.878+00	{0,0,0.3829257,-0.92377913}	{-115.91359,57.948524,1.89}
2026-03-03 06:17:59.126+00	{0,0,0.35541594,-0.93470824}	{-116.05938,57.643578,1.89}
2026-03-03 06:17:59.375+00	{0,0,0.3219416,-0.9467595}	{-116.1741,57.314068,1.89}
2026-03-03 06:17:59.469+00	{0,0,0.30033502,-0.95383376}	{-116.25628,56.910805,1.89}
2026-03-03 06:17:59.859+00	{0,0,0.24062268,-0.9706187}	{-116.26082,56.49524,1.89}
2026-03-03 06:18:00.011+00	{0,0,0.21417163,-0.97679603}	{-116.35006,56.18157,1.89}
2026-03-03 06:18:00.188+00	{0,0,0.1720936,-0.9850806}	{-116.29514,55.881268,1.89}
2026-03-03 06:18:00.451+00	{0,0,0.13423938,-0.9909489}	{-116.15173,55.52944,1.89}
2026-03-03 06:18:00.702+00	{0,0,0.09345978,-0.99562305}	{-116.02724,55.197796,1.89}
2026-03-03 06:18:01.09+00	{0,0,0.0536736,-0.9985585}	{-115.896255,54.925392,1.89}
2026-03-03 06:18:01.495+00	{0,0,0.010643909,-0.9999434}	{-115.748924,54.60391,1.89}
2026-03-03 06:18:02.468+00	{0,0,0.002113341,0.9999978}	{-115.662025,54.64467,1.89}
2026-03-03 06:18:02.871+00	{0,0,0.032103267,0.99948454}	{-115.54134,54.95811,1.89}
2026-03-03 06:18:03.091+00	{0,0,0.07047635,0.9975135}	{-115.4349,55.239754,1.89}
2026-03-03 06:18:03.5+00	{0,0,0.10103765,0.9948826}	{-115.299644,55.73311,1.89}
2026-03-03 06:18:03.8+00	{0,0,0.15675466,0.9876376}	{-115.115074,56.121166,1.89}
2026-03-03 06:18:04.035+00	{0,0,0.1779849,0.9840332}	{-115.093315,56.42531,1.89}
2026-03-03 06:18:04.313+00	{0,0,0.1931363,0.98117197}	{-115.225655,56.855972,1.89}
2026-03-03 06:18:04.573+00	{0,0,0.18782727,0.98220205}	{-115.367935,57.14094,1.89}
2026-03-03 06:18:04.955+00	{0,0,0.17042322,0.985371}	{-115.5392,57.442085,1.89}
2026-03-03 06:18:05.302+00	{0,0,0.15136902,0.98847735}	{-115.69445,57.72836,1.89}
2026-03-03 06:18:06.613+00	{0,0,0.1533321,0.98817474}	{-115.61004,57.43435,1.89}
2026-03-03 06:18:06.881+00	{0,0,0.15486236,0.9879361}	{-115.501335,57.11062,1.89}
2026-03-03 06:18:07.127+00	{0,0,0.15319167,0.9881965}	{-115.4025,56.712288,1.89}
2026-03-03 06:18:07.294+00	{0,0,0.14900516,0.9888364}	{-115.30136,56.361935,1.89}
2026-03-03 06:18:07.514+00	{0,0,0.14379631,0.98960733}	{-115.236465,56.04156,1.89}
2026-03-03 06:18:07.702+00	{0,0,0.13639289,0.9906548}	{-115.17163,55.734715,1.89}
2026-03-03 06:18:08.122+00	{0,0,0.123741575,0.99231446}	{-115.160164,55.32286,1.89}
2026-03-03 06:18:08.412+00	{0,0,0.109556384,0.9939806}	{-115.14072,55.01522,1.89}
2026-03-03 06:18:08.843+00	{0,0,0.09224099,0.9957367}	{-115.13604,54.608635,1.89}
2026-03-03 06:18:13.849+00	{0,0,0.08361294,0.9964983}	{-115.135666,54.39808,1.89}
2026-03-03 06:18:15.301+00	{0,0,0.11850411,0.99295354}	{-115.07529,54.730385,1.89}
2026-03-03 06:18:15.591+00	{0,0,0.16542585,0.98622227}	{-114.953636,55.02082,1.89}
2026-03-03 06:18:15.755+00	{0,0,0.22497779,0.9743639}	{-114.82432,55.30536,1.89}
2026-03-03 06:18:15.992+00	{0,0,0.26549968,0.964111}	{-114.66951,55.64949,1.89}
2026-03-03 06:18:16.208+00	{0,0,0.3483176,0.9373766}	{-114.54364,56.00189,1.89}
2026-03-03 06:18:16.442+00	{0,0,0.4231666,0.9060519}	{-114.450005,56.440647,1.89}
2026-03-03 06:18:16.591+00	{0,0,0.466026,0.88477105}	{-114.4329,56.83651,1.89}
2026-03-03 06:18:16.795+00	{0,0,0.5218283,0.8530506}	{-114.49875,57.198303,1.89}
2026-03-03 06:18:16.976+00	{0,0,0.56650347,0.8240594}	{-114.63259,57.512726,1.89}
2026-03-03 06:18:17.235+00	{0,0,0.59959584,0.800303}	{-114.83711,57.78229,1.89}
2026-03-03 06:18:17.639+00	{0,0,0.62310714,0.78213656}	{-115.13004,57.967834,1.89}
2026-03-03 06:18:18.172+00	{0,0,0.6327589,0.7743489}	{-115.45108,58.073406,1.89}
2026-03-03 06:18:18.707+00	{0,0,0.63191783,0.77503544}	{-115.76179,58.13391,1.89}
2026-03-03 06:18:19.095+00	{0,0,0.628521,0.77779263}	{-116.06303,58.183304,1.89}
2026-03-03 06:18:19.811+00	{0,0,0.62341774,0.781889}	{-116.38742,58.248398,1.89}
2026-03-03 06:18:20.088+00	{0,0,0.6212972,0.78357506}	{-116.78813,58.31428,1.89}
2026-03-03 06:18:20.374+00	{0,0,0.6222567,0.7828133}	{-117.17097,58.412663,1.89}
2026-03-03 06:18:20.688+00	{0,0,0.626874,0.7791207}	{-117.611206,58.538387,1.89}
2026-03-03 06:18:20.922+00	{0,0,0.6320859,0.77489835}	{-117.98274,58.64814,1.89}
2026-03-03 06:18:20.978+00	{0,0,0.6357531,0.77189255}	{-118.30064,58.721317,1.89}
2026-03-03 06:18:21.2+00	{0,0,0.64037853,0.7680595}	{-118.70764,58.843678,1.89}
2026-03-03 06:18:21.477+00	{0,0,0.6458682,0.763449}	{-119.30814,58.99841,1.89}
2026-03-03 06:18:21.704+00	{0,0,0.6479135,0.7617139}	{-119.93592,59.136566,1.89}
2026-03-03 06:18:21.93+00	{0,0,0.6488645,0.760904}	{-120.38926,59.226826,1.89}
2026-03-03 06:18:22.084+00	{0,0,0.6496663,0.7602195}	{-120.722046,59.285877,1.89}
2026-03-03 06:18:22.271+00	{0,0,0.6507071,0.75932884}	{-121.167465,59.355007,1.89}
2026-03-03 06:18:22.439+00	{0,0,0.65172344,0.75845677}	{-121.50881,59.38524,1.89}
2026-03-03 06:18:22.634+00	{0,0,0.6519596,0.75825375}	{-121.80861,59.447865,1.89}
2026-03-03 06:18:22.732+00	{0,0,0.65272784,0.75759256}	{-122.12965,59.532036,1.89}
2026-03-03 06:18:22.903+00	{0,0,0.6537125,0.756743}	{-122.50294,59.572075,1.89}
2026-03-03 06:18:23.088+00	{0,0,0.6539835,0.7565089}	{-122.80437,59.622482,1.89}
2026-03-03 06:18:23.185+00	{0,0,0.6543891,0.75615805}	{-123.211845,59.68413,1.89}
2026-03-03 06:18:23.501+00	{0,0,0.6537136,0.7567421}	{-123.6005,59.722546,1.89}
2026-03-03 06:18:23.712+00	{0,0,0.65291256,0.75743335}	{-123.90224,59.77129,1.89}
2026-03-03 06:18:24.004+00	{0,0,0.6515802,0.7585798}	{-124.22501,59.81345,1.89}
2026-03-03 06:18:25.39+00	{0,0,0.6470103,0.7624813}	{-123.829155,59.73844,1.89}
2026-03-03 06:18:25.593+00	{0,0,0.6437117,0.76526815}	{-123.53147,59.66893,1.89}
2026-03-03 06:18:25.775+00	{0,0,0.6395501,0.7687495}	{-123.20663,59.591904,1.89}
2026-03-03 06:18:26.005+00	{0,0,0.6334956,0.7737463}	{-122.88958,59.50532,1.89}
2026-03-03 06:18:26.192+00	{0,0,0.6272007,0.7788577}	{-122.55983,59.433746,1.89}
2026-03-03 06:18:26.409+00	{0,0,0.62155265,0.78337246}	{-122.260475,59.31043,1.89}
2026-03-03 06:18:26.576+00	{0,0,0.61483747,0.7886539}	{-121.93067,59.192684,1.89}
2026-03-03 06:18:26.782+00	{0,0,0.608242,0.79375166}	{-121.6025,59.084824,1.89}
2026-03-03 06:18:26.983+00	{0,0,0.6015303,0.79885}	{-121.24034,58.95112,1.89}
2026-03-03 06:18:27.174+00	{0,0,0.5951159,0.8036399}	{-120.91001,58.82438,1.89}
2026-03-03 06:18:27.375+00	{0,0,0.58863574,0.8083984}	{-120.56917,58.694122,1.89}
2026-03-03 06:18:27.662+00	{0,0,0.5803267,0.81438386}	{-120.12093,58.498013,1.89}
2026-03-03 06:18:27.87+00	{0,0,0.5741003,0.818785}	{-119.783585,58.35783,1.89}
2026-03-03 06:18:28.144+00	{0,0,0.5681224,0.8229441}	{-119.3355,58.168667,1.89}
2026-03-03 06:18:28.323+00	{0,0,0.5653568,0.8248465}	{-118.99817,58.027206,1.89}
2026-03-03 06:18:28.516+00	{0,0,0.5645349,0.82540923}	{-118.60738,57.854885,1.89}
2026-03-03 06:18:28.738+00	{0,0,0.56462586,0.825347}	{-118.27958,57.71932,1.89}
2026-03-03 06:18:28.941+00	{0,0,0.5657315,0.82458955}	{-117.93531,57.599586,1.89}
2026-03-03 06:18:29.1+00	{0,0,0.5661959,0.8242708}	{-117.58273,57.479065,1.89}
2026-03-03 06:18:29.301+00	{0,0,0.56834775,0.8227885}	{-117.225426,57.34823,1.89}
2026-03-03 06:18:29.513+00	{0,0,0.5698452,0.82175213}	{-116.88286,57.22484,1.89}
2026-03-03 06:18:29.73+00	{0,0,0.5698031,0.8217813}	{-116.51296,57.097668,1.89}
2026-03-03 06:18:29.999+00	{0,0,0.5632713,0.8262721}	{-116.06382,56.919216,1.89}
2026-03-03 06:18:30.199+00	{0,0,0.55406,0.8324768}	{-115.74629,56.75164,1.89}
2026-03-03 06:18:30.442+00	{0,0,0.53686184,0.84367025}	{-115.326485,56.491585,1.89}
2026-03-03 06:18:30.7+00	{0,0,0.5190357,0.8547526}	{-114.94086,56.233116,1.89}
2026-03-03 06:18:30.906+00	{0,0,0.5072916,0.8617745}	{-114.69513,56.041187,1.89}
2026-03-03 06:18:31.233+00	{0,0,0.49058595,0.87139285}	{-114.39782,55.892773,1.89}
2026-03-03 06:18:31.574+00	{0,0,0.48752686,0.873108}	{-114.122665,55.732334,1.89}
2026-03-03 06:18:31.756+00	{0,0,0.4918953,0.8706544}	{-113.86689,55.512955,1.89}
2026-03-03 06:18:32.431+00	{0,0,0.5056838,0.86271894}	{-113.56492,55.37894,1.89}
2026-03-03 06:18:32.952+00	{0,0,0.4622779,0.88673514}	{-113.86701,55.336357,1.89}
2026-03-03 06:18:33.184+00	{0,0,0.40109846,0.916035}	{-114.19588,55.264824,1.89}
2026-03-03 06:18:33.442+00	{0,0,0.33309767,0.9428923}	{-114.49738,55.182384,1.89}
2026-03-03 06:18:33.578+00	{0,0,0.28835928,0.9575223}	{-114.827705,55.117783,1.89}
2026-03-03 06:18:33.79+00	{0,0,0.21981165,0.97554237}	{-115.15418,55.093784,1.89}
2026-03-03 06:18:34.01+00	{0,0,0.15145586,0.98846406}	{-115.457016,55.150772,1.89}
